reminder	From remind + -er.	noun. Someone or something that reminds.
remotely	From remote + -ly.	adverb. At a distance, far away.
rephrase	From re- + phrase.	verb. To say or write something with different wording.
reporter	From Middle English reportour, from Old French reporteur; equivalent to report + -er.	noun. Someone or something that reports.
research	Early Modern French rechercher (“to examine closely”), from Old French recerchier (“to seek, to look for”), by surface analysis, re- + search.	noun. Diligent inquiry or examination to seek or revise facts, principles, theories, applications, etc. (that are currently available, or that are familiar to one's self).
resemble	From Middle English resemblen, from Anglo-Norman resembler, ressembler, from re- + sembler (“to seem”). By surface analysis, re- + semble.	verb. To be like or similar to (something); to represent as similar.
resident	From Middle English resident, from Anglo-Norman resident, from Latin residēns, present participle of resideō (“to remain behind, reside, dwell”), equivalent to reside + -ent, from re- (“back”) + sedeō (“to sit”). Doublet of resiant and rezident. The espionage sense is a semantic loan from Russian резиде́нт (rezidént). (physician): So called because in the 19th century they resided in the hospital dormitories.	noun. A person, animal or plant living at a certain location or in a certain area.
resource	Borrowed from Middle French ressource, from Old French resourse, resource (“a source, spring”), from resourdre, from Latin resurgō (“to rise again, spring up anew”). Equivalent to re- + source. See resourd, resurgent, source.	noun. Something that one uses to achieve an objective, e.g. raw materials or personnel.
response	From Middle English respounse, respons, from Old French respons, respuns, responce, ultimately from the Latin respōnsum, a nominal use of the neuter form of respōnsus, the perfect passive participle of respondeō, from re (“again”) + spondeō (“promise”). Doublet of responsum.	noun. An answer or reply, or something in the nature of an answer or reply.
restrain	From Middle English restreinen, from Old French restreindre, from Latin rēstringere (“fasten, tighten”).	verb. To control or keep in check.
restrict	Borrowed from Latin restrictus, perfect passive participle of restringō (“draw back tightly; restrain, restrict”), from re- (“back, again”) + stringō (“press, tighten, compress”). Doublet of ristretto as an adjective.	verb. To restrain within boundaries; to limit; to confine
retrieve	Recorded in Middle English c. 1410 as retreve (altered to retrive in the 16th century; modern form is from c. 1650), from Middle French retruev-, stem of Old French retrover (“to find again”, modern retrouver), itself from re- (“again”) + trover (“to find”), probably from Vulgar Latin *tropāre (“to compose”).	verb. To regain or get back something.
revision	Borrowed from French révision, from Latin revīsiō.	noun. The process of revising: The action or process of reviewing, editing and amending. The action or process of reviewing something previously learned, especially one′s notes in preparation for a test or examination.
rigorous	Inherited from Middle English rigorous, from Middle French and Anglo-Norman rigoreus, derived from Late Latin rigōrōsus (stiff, rigid; inflexible). By surface analysis, rigor + -ous.	adjective. Showing, causing, or favoring rigour / rigor; scrupulously accurate or strict; thorough.
romantic	From romant + -ic, or borrowed from Late Latin romanticus (“(of a poem) having qualities of a romance”). Compare French romantique, which is borrowed from English. Also compare Spanish romántico, Portuguese romântico, Italian romantico, Dutch romantisch, and German romantisch and Romantiker (“a composer of Romantic music”), all of which are borrowed from English or French.	adjective. Of a work of literature, a writer etc.: being like or having the characteristics of a romance, or poetic tale of a mythic or quasi-historical time; fantastic.
rotation	Borrowed from Latin rotātiō. By surface analysis, rotate + -ion.	noun. The act of turning around a centre or an axis.
rounding	By surface analysis, round + -ing.	adjective. Round or nearly round; becoming round; roundish.
sabotage	Unadapted borrowing from French sabotage.	noun. A deliberate action aimed at weakening someone (or something, a nation, etc) or preventing them from being successful, through subversion, obstruction, disruption, and/or destruction.
salesman	From sales + -man.	noun. A man whose job it is to sell things, either in a shop / store or elsewhere.
sandwich	Named after its supposed inventor, the Earl of Sandwich (see Sandwich).	noun. A dish or foodstuff where at least one piece, but typically two or more pieces, of bread serves as the wrapper or container of some other food.
scarcely	From Middle English scarcely, scarsly, scarsely, scarsliche, scarseliche, equivalent to scarce + -ly.	adverb. Probably not.
scenario	Borrowed from Italian scenario, from scena + -ario.	noun. An outline or model of an expected or supposed sequence of events.
schedule	Inherited from Middle English cedule, from Middle French cedule (whence French cédule), from Old French cedule, from Late Latin schedula (“papyrus strip”), diminutive of Latin scheda, from Ancient Greek σχέδη (skhédē, “papyrus leaf”), from Proto-Hellenic *skʰíďďō, from Proto-Indo-European *skid-yé-ti, from *skeyd- (“to divide, split”). Doublet of cedula and cedule. This word was historically pronounced /ˈsɛdjuːl/, /ˈsɛdʒuːl/; the pronunciations with /ʃ/ and /sk/ are due to the spelling (the latter may have been reinforced by learned influence); compare schism.	noun. A procedural plan, usually but not necessarily tabular in nature, indicating a sequence of operations and the planned times at which those operations are to occur.
secondly	From second + -ly.	adverb. In the second place.
secretly	From secret + -ly.	adverb. In secret, covertly.
security	From secure + -ity, from Middle English securite, from Middle French securité (modern sécurité), from Latin sēcūritās, from Latin sēcūrus (“safe, secure”), from sē- (“without”) + cūra (“care”); see cure. Similar to Latin sine cūrā (“without care, carefree”), which led to English sinecure. Doublet of surety.	noun. The condition of not being threatened, especially physically, psychologically, emotionally, or financially.
semantic	Borrowed from Ancient Greek σημαντικός (sēmantikós). Compare French sémantique.	adjective. Of or relating to semantics or the meanings of words.
sensible	From Latin sēnsibilis (“perceptible by the senses, having feeling, sensible”), from sentiō (“to feel, perceive”).	adjective. Acting with or showing good sense; able to make good judgements based on reason or wisdom, or reflecting such ability.
sensibly	From sensible + -ly.	adverb. In a sensible manner; in a way that shows good sense.
sentence	Borrowed from Middle French sentence, from Latin sententia (“way of thinking, opinion, sentiment”), from sentiēns, present participle of sentiō (“to feel, think”), ultimately from Proto-Indo-European *sent- (“to feel”).	noun. The decision or judgement of a jury or court; a verdict.
sentient	From Latin sentiēns (“feeling, perceiving”), present active participle of sentiō.	adjective. Experiencing sensation, thought, or feeling.
separate	From Middle English separaten (“to separate”), from separat (“separated”) + -en, from Latin sēparātus, perfect passive participle of sēparō (“to separate”) (see -ate (verb-forming suffix)), from sē- (“apart”) + parō (“prepare”), ultimately from Proto-Indo-European *per- (“produce, procure, bring forward, bring forth”). Displaced Middle English scheden, from Old English scēadan (whence English shed). Doublet of sever, also derived from the same Latin verb.	verb. To divide (a thing) into separate parts.
sequence	From Middle English sequence, from Old French sequence (“a sequence of cards, answering verses”), from Late Latin sequentia (“a following”), from Latin sequēns (“following”), from sequī (“to follow”); see sequent.	noun. A set of things next to each other in a set order; a series.
severely	From severe + -ly.	adverb. In a severe manner; with severity.
severity	From Middle English severity, from Middle French severite (modern French sévérité), from Latin sevēritās. By surface analysis, severe + -ity.	noun. The state of being severe.
shipping	From Middle English schipping, schyppynge, from schippen, schipen (“to take ship, navigate”), from Old English scipian (“to take ship; put in order, equip, man a ship”), equivalent to ship + -ing.	noun. The transportation of goods.
shocking	From shock + -ing.	adjective. Inspiring shock; startling.
shooting	From Middle English shoting, schoting, from Old English scotung (“shooting”), from Proto-Germanic *skutungō, equivalent to shoot + -ing. Cognate with Dutch schieting, German Erschießung (“shooting”), Swedish skjutning (“shooting”).	adjective. Moving or growing quickly
shopping	By surface analysis, shop + -ing.	verb. present participle and gerund of shop
shortage	From short + -age.	noun. A lack or deficiency; an insufficient amount.
shoulder	From Middle English schuldre, sholder, shulder, schulder, from Old English sċuldra, sċuldor (“shoulder”), from Proto-West Germanic *skuldru (“shoulder”), of uncertain origin. Perhaps related to Proto-Germanic *skelduz (“shield”), see shield. Cognate with Old Frisian skuldere (“shoulder”) (West Frisian skouder (“shoulder”)), Middle Low German scholder (“shoulder”), Low German Schuller, Schulder (“shoulder”), Dutch schouder (“shoulder”), German Schulter (“shoulder”).	noun. The part of an animal's body between the base of the neck and arm socket. The part of the human torso forming a relatively horizontal surface running away from the neck.
shutdown	Deverbal from shut down.	noun. The action of stopping operations; a closing, of a computer, business, event, etc.
sideways	From side + -ways.	adjective. Moving or directed toward one side.
simplify	From the French simplifier, equivalent to simple + -ify.	verb. To make simpler, either by reducing in complexity, reducing to component parts, or making easier to understand.
simulate	First attested in 1652; Borrowed from Latin simulātus, perfect passive participle of simulō (“make like, imitate, copy, represent, feign”) (see -ate (verb-forming suffix)), from similis (“like”). See similar.	verb. To model, replicate, duplicate the behavior, appearance or properties of.
singular	From Middle English singuler, from Old French, from Latin singulāris (“alone of its kind”), from Latin singulus (“single”).	adjective. Being only one of a larger population; single, individual.
sinister	From Middle English sinistre (“unlucky”), from Old French senestre, sinistre (“left”), from Latin sinister (“left hand”).	adjective. Inauspicious, ominous, unlucky, illegitimate.
skeleton	Click on labels in the image From New Latin sceleton, from Ancient Greek σκελετόν (skeletón), the neuter of σκελετός (skeletós, “dried up, withered, dried body, parched, mummy”), from σκέλλω (skéllō, “dry, dry up, make dry, parch”), from Proto-Indo-European *(s)kelh₁- (“to parch, wither”); compare Ancient Greek σκληρός (sklērós, “hard”).	noun. The system that provides support to an organism, where in vertebrates it is internal and consists of bones and cartilage, and external in some other animals.
sleeping	Pseudo-anglicism, derived from sleeping car.	verb. present participle and gerund of sleep
slighter	From slight + -er.	adjective. comparative form of slight: more slight
slightly	From slight + -ly.	adverb. Slenderly; delicately.
slippery	From Middle English slipperie, an extended form (+ -y) of Middle English slipper, sliper (“slippery”), from Old English slipor (“slippery”), from Proto-Germanic *slipraz (“smooth, slippery”), equivalent to slip + -er. Compare also Middle English slibbri, slubbri (“slippery”) borrowed from Middle Dutch or Middle Low German slibberich (“slippery”). Cognate with German schlüpfrig (“slippery”), Danish slibrig (“slippery”), Swedish slipprig (“slippery”).	adjective. Of a surface, having low friction, often due to being covered in a non- viscous liquid, and therefore hard to grip, hard to stand on without falling, etc.
smallish	From Middle English smalish, equivalent to small + -ish.	adjective. Somewhat small.
smashing	From smash + -ing. As a synonym for wonderful, the term first appeared in the United States in the early twentieth century, and possibly derives from the sense of smash used in smash hit and similar terms. Popular folk etymology connects the term to the broadly homophonous Irish is maith sin or Scottish Gaelic 's math sin ("that is good"), but this has been described as "improbable", and does not appear in the etymological dictionaries.	adjective. Serving to smash (something).
smoothly	From Middle English smoþely; equivalent to smooth + -ly.	adverb. in a smooth manner; smooth
snobbery	From snob + -ery – doubled ‘b’ to clarify pronunciation of ‘o’.	noun. The property or trait of being a snob.
socially	From social + -ly.	adverb. In a social manner; sociably.
software	Computing sense from soft + -ware, by contrast with hardware (“the computer itself”). Coined by John Tukey in 1958. The earlier sense of software to mean tangible products with a soft texture may have fallen out of common usage before the computing sense was created.	noun. Encoded computer instructions, usually modifiable (unless stored in some form of unalterable memory such as ROM).
solution	From Middle English solucioun, from Old French solucion (French solution), from Latin solūtiōnem, accusative singular of solūtiō, from the verb solvō. Compare solve, -tion.	noun. A homogeneous mixture, which may be liquid, gas or solid, formed by dissolving one or more substances.
somebody	From Middle English sum body, equivalent to some + body.	pronoun. Some unspecified person.
sometime	From Middle English somtyme, som time, some tyme, sume time, sumtym, sumtyme, equivalent to some + time.	adverb. At an indefinite but stated time in the past or future.
somewhat	From some + what.	adverb. To a limited extent or degree; not completely.
sounding	From sound (“produce a sound”) + -ing.	noun. The action of the verb to sound.
southern	From Middle English southerne, sothern, sutherne, from Old English sūþerne (“southern, southerly, coming from the south; of southern make”), from Proto-Germanic *sunþrōnijaz (“southern”), from Proto-Indo-European *sh₂un-, *sh₂wen-, r/n-stem alternation of *sóh₂wl̥ (“sun”). Cognate with Scots southron, sudron (“southern”), Old Frisian sūthern, sūdern (“southern”), Middle Low German sūdern (“southern”), Middle High German sundern (“southern”), Icelandic suðrænn (“southern, tropical”). By surface analysis, south + -ern.	adjective. Of, facing, situated in, or related to the south.
speaking	From Middle English spekinge, spekynge, spekinde, spekende, spekande, spekand, from Old English specende, sprecende (“speaking”), from Proto-Germanic *sprekandz (“speaking”), present participle of Proto-Germanic *sprekaną (“to speak”). Equivalent to speak + -ing. Cognate with Scots speikand, speikin (“speaking”), Saterland Frisian spreekend (“speaking”), West Frisian sprekkend (“speaking”), Dutch sprekend (“speaking”), German Low German sprekend (“speaking”), German sprechend (“speaking”).	adjective. Used in speaking.
specific	From Old French specifique, from Late Latin specificus (“specific, particular”), from Latin speciēs (“kind”) + -ific.	adjective. Explicit or definite.
specimen	From Latin specimen (“mark, sign, example”), from speciō (“observe, watch”).	noun. An individual instance that represents a class; an example.
spectrum	From Latin spectrum (“appearance, image, apparition”), from speciō (“look at, view”). Doublet of specter. See also scope.	noun. A range; a continuous, infinite, one-dimensional set, possibly bounded by extremes.
speeding	From speed + -ing.	verb. present participle and gerund of speed
spelling	1400s, from spell (verb) + -ing.	verb. present participle and gerund of spell
spending	From Middle English spendyng, spendynge, from Old English spendung (“spending”), equivalent to spend + -ing. Cognate with German Spendung (“contribution, donation”).	noun. gerund of spend, expenditure.
splendid	From Latin splendidus, from splendere (“to shine”) + -idus (“adjective forming suffix”).	adjective. Possessing or displaying splendor; shining; very bright.
spurious	Borrowed from Late Latin spurius (“illegitimate, bastardly”), possibly related to sperno or from Etruscan.	adjective. False, not authentic, not genuine.
standard	From Middle English standard, from Old French estandart (“gathering place, battle flag”), from Frankish *standahard (literally “stand firm, stand hard”), equivalent to stand + -ard. An alternative etymology derives the second element from Frankish *oʀd (“point, spot, place”) (compare Old French ordé (“pointed”), Old English ord (“point, source, vanguard”), German Standort (“location, place, site, position, base”, literally “standing-point”)). Merged with Middle English standar, stander, standere (“flag, banner”, literally “stander”), equivalent to stand + -er. More at stand, hard, ord. As a hill-naming term possibly a calque from Cumbric; equivalent to Welsh lluman (“standard”), arising with confusion with the hill-naming element llumon (“chimney”).	adjective. Falling within an accepted range of size, amount, power, quality, etc.
standing	From Middle English standynge, stondynge, standende, stondinde, standande, stondande, from Old English standende, stondende, from Proto-Germanic *standandz (“standing”), present participle of Proto-Germanic *standaną (“to stand”), equivalent to stand + -ing.	verb. present participle and gerund of stand
steadily	From steady + -ly.	adverb. In a steady manner; with a steady progression.
stepping	From Middle English steppynge; equivalent to step + -ing.	verb. present participle and gerund of step
sterling	From Middle English sterling, possibly from Old English *steorling, from steorra (“star”) and -ling, in reference to the stars that appeared on certain English pennies. Alternatively, the first element may be *stēre, meaning “strong” or “stout” (compare the etymology of solidus).	noun. An English silver penny first introduced by the Normans.
stirring	By surface analysis, stir + -ing.	adjective. invigorating or inspiring
straight	From Middle English streight, streght, streiȝt, the past participle of strecchen (“to stretch”), from Old English streċċan (past participle ġestreaht, ġestreht), from Proto-West Germanic *strakkjan (“to stretch”). Cognate with Scots straicht (“straight”), Dutch gestrekt (“stretched”), German gestreckt (“stretched”), Danish strakt (“stretched”), Faroese and Norn strekti (“stretched”), Icelandic strekkti (“stretched”), Norwegian strekte (“stretched”), Swedish sträckte (“stretched”). Doublet of straught. Equivalent to stretch + -ed. In some senses, conflated with strait (“narrow, constricted”), which is from Latin strictus via Old French estreit.	adjective. Not crooked, curly, or bent; having a constant direction throughout its length.
stranger	See the etymology of the corresponding lemma form.	adjective. comparative form of strange: more strange
strategy	Derived from Latin stratēgia, from Ancient Greek στρατηγία (stratēgía, “office of general, command, generalship”), from στρατηγός (stratēgós, “the leader or commander of an army, a general”), from στρατός (stratós, “army”) + ἄγω (ágō, “to lead, conduct”).	noun. The science and art of military command as applied to the overall planning and conduct of warfare.
strength	From Middle English strengthe, from Old English strengþu (“strength”), from Proto-West Germanic *strangiþu (“strongness; strength”), equivalent to strong + -th (abstract nominal suffix). Cognate with Dutch strengte (“strength”), German Low German Strengde, Strengte (“harshness; rigidity; strictness; severity”).	noun. The quality or degree of being strong.
strictly	From strict + -ly.	adverb. In a strict manner.
stronger	From Middle English strongere, strengere (“stronger”), from Old English strongra, strengra (“stronger”), from Proto-Germanic *strangizô (“*stronger”), comparative of Proto-Germanic *strangaz (“strong”), equivalent to strong + -er. More at strong.	adjective. comparative form of strong: more strong
strongly	From Middle English strongliche, strangliche, from Old English stranglīċe (“strongly”), equivalent to strong + -ly.	adverb. In a strong or powerful manner.
struggle	From Middle English struglen, stroglen, strogelen, of obscure origin; perhaps from a variant of *strokelen, *stroukelen (> English stroll), from Middle Dutch struyckelen ("to stumble, trip, falter"; > Modern Dutch struikelen), the frequentative form of Old Dutch *strūkon (“to stumble”), from Proto-Germanic *strūkōną, *strūkēną (“to be stiff”), from Proto-Indo-European *strug-, *ster- (“to be stiff; to bristle, strut, stumble, fall”), Cognate with Scots strugil (“to struggle, grapple, contend”). Also related to Middle Low German strûkelen ("to stumble"; > Low German strükeln), Old High German strūhhēn, strūhhōn ("to stumble, trip, tumble, go astray"; > German strauchen, straucheln). Alternative etymology derives the base of struggle from Old Norse strúgr (“arrogance, pride, spitefulness, ill-will”) + -le (frequentative suffix), from Proto-Germanic *strūkaz (“stiff, rigid”), ultimately from the same Proto-Indo-European root above, which would make it cognate with dialectal Swedish strug (“contention, strife, discord”), Norwegian stru (“obstinate, unruly”), Danish struende (“reluctantly”), Scots strug (“difficulty, perplexity, a laborious task”).	noun. A contortion of the body in an attempt to escape or to perform a difficult task.
stuffing	By surface analysis, stuff + -ing.	verb. present participle and gerund of stuff
stunning	From Middle English stunnyng, stunnynge, stounyng, equivalent to stun + -ing.	adjective. Having an effect that stuns.
subjects	See subject (noun).	noun. plural of subject
subtlety	From Middle English sotilte, from Old French sutilté, inherited from Latin subtīlitās, from subtīlis (“subtle”). Equivalent to subtle + -ty. Doublet of subtility.	noun. The quality of being subtle. The quality of being scarcely noticeable or difficult to discern.
suddenly	Inherited from Middle English sodenly, sodeynly, sodeinliche, sodaynlyche; equivalent to sudden + -ly.	adverb. Happening quickly and with little or no warning; in a sudden manner.
sufferer	From suffer + -er.	noun. One who suffers; one who is afflicted.
suicidal	From suicide + -al.	adjective. Pertaining to suicide.
suitable	From suit + -able.	adjective. Having sufficient or the required properties for a certain purpose or task; appropriate to a certain occasion.
suitably	From suitable + -ly.	adverb. In a suitable manner; with propriety.
sunlight	From Middle English sonnelight, sunneliht, from Old English sunnan lēoht (“sunlight”), equivalent to sun + light. Cognate with Dutch zonlicht (“sunlight”), German Low German Sünnenlücht (“sunlight”), German Sonnenlicht (“sunlight”).	noun. All the electromagnetic radiation given off by the Sun; especially, that in the visible spectrum and that bathes the Earth.
sunshine	In the Coverdale Bible in 1535, in Genesis and Exodus about 1250 as Middle English sunnesine; synchronically sun + shine. Compare isolated Old English sunsċīn (“mirror”).	noun. The direct rays, light or warmth of the sun.
superior	From Middle English, borrowed from Old French superiour, from Latin superior (“higher, upper”).	adjective. Higher in rank, status, or quality.
supplier	From supply + -er.	noun. One who supplies; a provider.
suppress	From Latin suppressus, perfect passive participle of supprimō (“press down or under”), from sub (“under”) + premō (“press”).	verb. To put an end to, especially with force, to crush, do away with; to prohibit, subdue.
surprise	From Middle English surprise, borrowed from Middle French surprise (“an overtake”), nominal use of the past participle of Old French sorprendre (“to overtake”), from sor- (“over”) + prendre (“to take”), from Latin super- + Latin prendere, contracted from prehendere (“to grasp, seize”). Doublet of suppli.	noun. Something unexpected.
surround	From Middle English sourrounden (“to submerge, overflow”), from Middle French souronder, suronder, from Late Latin superundō, from super + undō (“to rise in waves”), from unda (“wave”).	verb. To encircle something or simultaneously extend in all directions.
survival	From survive + -al.	noun. The fact or act of surviving; continued existence or life.
swearing	From Middle English swerynge; equivalent to swear + -ing.	verb. present participle and gerund of swear
sweating	From Middle English sweting, swetynge, equivalent to sweat + -ing (gerund ending).	noun. The production and evaporation of a watery fluid called sweat that is excreted by the sweat glands in the skin of mammals.
sweeping	By surface analysis, sweep + -ing.	verb. present participle and gerund of sweep
swimming	From Middle English swymmynge. Equivalent to swim (“to move through water”, verb) + -ing (suffix forming gerunds).	noun. The act or art of sustaining and propelling the body in water.
symbolic	From French symbolique or directly from Latin symbolicus, from Ancient Greek συμβολικός (sumbolikós, “of or belonging to a symbol”), equivalent to symbol + -ic.	adjective. Pertaining to a symbol.
symmetry	From Latin symmetria, from Ancient Greek συμμετρία (summetría), from σύμμετρος (súmmetros, “symmetrical”), from σύν (sún, “with”) + μέτρον (métron, “measure”). By surface analysis, sym- + -metry.	noun. Exact correspondence on either side of a dividing line, plane, center or axis.
sympathy	Borrowed from Middle French sympathie, from Late Latin sympathīa (“feeling in common”), from Ancient Greek σῠμπᾰ́θειᾰ (sŭmpắtheiă, “fellow feeling”), from σῠμπᾰθής (sŭmpăthḗs, “affected by like feelings; exerting mutual influence, interacting”) + -ῐᾰ (-ĭă, “-y”, nominal suffix). Equivalent to sym- (“acting or considered together”) + -pathy (“feeling”).	noun. A feeling of pity or sorrow for the suffering or distress of another.
symphony	From Middle English symphonye, from Old French simphonie, from Latin symphonia, from Ancient Greek συμφωνία (sumphōnía). By surface analysis, sym- + -phony. Doublet of sinfonia, symphonia, tsampouna, and zampogna.	noun. An extended piece of music of sophisticated structure, usually for orchestra.
syndrome	Learned borrowing from New Latin syndrome, from Ancient Greek συνδρομή (sundromḗ, “concurrence of symptoms, concourse”), from σύνδρομος (súndromos, “running together”), from συν- (sun-, “with”) + δρόμος (drómos, “running, course”).	noun. A recognizable pattern of signs, symptoms and/or behaviours, especially of a disease or medical or psychological condition.
tactical	From tactic + -al.	adjective. Of or relating to tactics.
tactless	From tact + -less.	adjective. having no tact; unaware or intentionally inconsiderate of someone else's feelings
talented	From talent + -ed.	adjective. Endowed with one or more talents.
taxation	From Middle English taxacioun, from Anglo-Norman taxacion, from Latin taxātio (“rating, appraisal”). By surface analysis, tax + -ation.	noun. The act of imposing taxes and the fact of being taxed.
taxpayer	From tax + payer.	noun. A person who is subject to, liable for, or pays tax.
teaching	From Middle English teching, techinge, from Old English tǣċing, tǣċung (“instruction, direction, teaching”), equivalent to teach + -ing.	noun. Something taught by a religious or philosophical authority.
teenager	From teenage + -er.	noun. A person between thirteen and nineteen years old (inclusive).
tendency	From Medieval Latin tendentia, from tendens, present participle of tendō.	noun. A likelihood of behaving in a particular way or going in a particular direction; a tending toward.
terminal	Borrowed from Late Latin terminalis (“pertaining to a boundary or to the end, terminal, final”), from Latin terminus (“a bound, boundary, limit, end”). See term, terminus.	noun. A building in an airport where passengers transfer from ground transportation to the facilities that allow them to board airplanes.
terrible	Inherited from Middle English terrible, from Old French terrible, from Latin terribilis (“frightful”), from terreō (“to frighten, terrify, alarm; to deter by terror, scare (away)”). Compare terror, deter. By surface analysis, terror + -ible. Displaced Old English atol and sliþe, while also largely overtaking grimm.	adjective. Dreadful; causing terror, alarm and fear; awesome
terribly	Inherited from Middle English terribli. By surface analysis, terrible + -ly.	adverb. So as to cause terror or awe.
textbook	From text + book.	noun. A coursebook, a formal manual of instruction in a specific subject, especially one for use in schools or colleges.
thankful	From Middle English thankful, from Old English þancful, þancfull (“thoughtful, pleasing, agreeable, pleasant, thankful, grateful”), equivalent to thank + -ful. Compare Old High German undankfol (“unthankful, ungrateful”).	adjective. Showing appreciation or gratitude.
theology	From Middle English theologie, from Middle French theologie, from Old French theologie, from Latin theologia, from Koine Greek θεολογία (theología), from θεολόγος (theológos, adjective), from θεός (theós) + λόγος (lógos). By surface analysis, theo- + -logy.	noun. The study of God, a god, or gods; and of the truthfulness of religion in general.
thinking	From Middle English thinking, thynkynge, thenkyng, equivalent to think + -ing.	noun. The action or process of using one's mind to consider or reason about something.
thorough	From Middle English thoruȝ, þoruȝ, from Old English þuruh, a byform of Old English þurh, whence comes English through. The adjective derives from the preposition and adverb. The word developed a syllabic form in cases where the word was fully stressed: when it was used as an adverb, adjective, or noun, and less commonly when used as a preposition.	adjective. Painstaking and careful not to miss or omit any detail.
thousand	Borrowed from English thousand.	noun. NATO, ICAO, ITU & IMO radiotelephony clear code (spelling-alphabet name) for thousand.
threaten	From Middle English thretenen, from Old English þrēatnian (“to urge, force, compel”), equivalent to threat + -en.	verb. To make a threat against someone; to use threats.
tiresome	From tire + -some.	adjective. Causing fatigue or boredom; wearisome.
together	From Late Middle English together, from earlier togedere, togadere, from Old English tōgædere (“together”), from Proto-West Germanic *tōgadura, *tegadura, from Proto-Germanic *tō (“to”) + *gadar (“together”), from Proto-Indo-European *gʰedʰ- (“to unite, keep”), equivalent to to- 2 + gather. Cognate with Scots thegither (“together”), Old Frisian togadera (whence West Frisian togearre (“together”)), Dutch tegader (“together”), Middle Low German tōgāder (“together”), Middle High German zegater (“together”). Compare also Old English ætgædere (“together”), Old English ġeador (“together”). More at gather.	adverb. At the same time, in the same place; in close association or proximity.
tolerant	Either borrowed from French tolérant or directly from its source Latin tolerans, present participle of, and participial adjective from tolerō (“to endure”).	adjective. Tending to permit, allow, understand, or accept something.
tolerate	Borrowed from Latin tolerātus, the perfect passive participle of tolerō (“to endure”), see -ate (verb-forming suffix). Cognate with Old English þolian (“to tolerate, suffer, bear”) and French tolérer. More at thole.	verb. To allow or permit without explicit approval, usually if it is perceived as negative.
tomorrow	From Middle English tomorwe, tomorwen, from Old English tō morgne (“tomorrow”, adverb), from tō (“at, on”) + morgne (dative of morgen (“morning”)), from Proto-Germanic *murganaz (“morning”), perhaps from Proto-Indo-European *mergʰ- (“to blink, to twinkle”), equivalent to to- + morrow. Compare French demain, Dutch morgen, German morgen, Swedish imorgon or Danish i morgen.	adverb. On the day after the present day.
touching	From Middle English touchynge, equivalent to touch + -ing.	verb. present participle and gerund of touch
transfer	From Latin trānsferō (“to bear across”). Distant doublet of translate. See also collate and confer, delate and defer, as well as prelate and prefer among others.	verb. To move or pass from one place, person or thing to another.
transmit	From Middle English transmitten, borrowed from Latin trānsmittō (“transmit”, verb, literally “across-send”).	verb. To send or convey from one person, place or thing to another.
trapping	From trap.	verb. present participle and gerund of trap
treasure	Inherited from Middle English tresour, from Old French tresor (“treasury”), from Latin thēsaurus (“treasure”), from Ancient Greek θησαυρός (thēsaurós, “treasure house”). Mostly displaced native Old English goldhord (See goldhoard) and Old English ġestrēon. Doublet of thesaurus.	noun. A collection of valuable things; accumulated wealth; a stock of money, jewels, etc.
triangle	From Middle English triangle, from Old French triangle, from Latin triangulum, noun use of adjective triangulus (“three-cornered, having three angles”), from trēs (“three”) + angulus (“corner, angle”), equivalent to tri- + -angle.	noun. A polygon with three sides and three angles.
trousers	Attested since the 1610s, from the earlier form trouzes (attested since the 1580s), extended from trouse (1570s), with plural ending typical of things in pairs, from Middle Irish triubus (“close-fitting shorts”), from Old Irish tribus, of uncertain origin. The unexplained intrusive second -r- is perhaps due to the influence of drawers. Doublet of trews (“trousers”). Old Irish tribus is probably a borrowing of Anglo-Norman tribuz, trebuz, from Old French trebus, from Old Occitan trebucs, trabucs, from Late Latin trabrugi, tribuces, tubruci (“leg-coverings”), from an early Germanic language, perhaps Gothic *𐌸𐌹𐌿𐌷𐌱𐍂𐍉𐌺𐍃 (*þiuhbrōks) or Old High German diohbruoh (“loincloth, trousers”), ultimately from Proto-Germanic *þeuhabrōks (“loincloth, trousers”), a compound of Proto-Germanic *þeuhą (“thigh”) + *brōks (“leggings, trousers”), equivalent to thigh + breeches. Compare obsolete Modern German Diechbruch (“short legwear, knee breeches, loincloth”).	noun. An article of clothing that covers the part of the body between the waist and the ankles or knees, and is divided into a separate part for each leg.
truncate	From Latin truncātus, perfect passive participle of truncō (“maim, reduce to a trunk”); see trunk as a verb.	verb. To shorten (something) by, or as if by, cutting part of it off.
trusting	From Middle English trustyng, trostinge, tristynge, equivalent to trust + -ing.	verb. present participle and gerund of trust
tutorial	The adjective is from tutor (noun) + -ial, ultimately from Latin tūtor (“watcher, protector, defender”). The noun is transferred from the adjective.	adjective. Of or pertaining to a tutor; belonging to, or exercised by, a tutor.
umbrella	Borrowed from Italian ombrella (“parasol, sunshade”), from Late Latin umbrella (influenced by umbra (“shadow, shade”)), from Latin umbella, from umbra + -la (diminutive suffix).	noun. A cloth-covered frame used for protection against rain or sun.
unbiased	From un- + biased.	adjective. Not biased.
uncommon	From un- + common.	adjective. Rare; not readily found; unusual. (clarification of this definition is needed (uncommon > rare > very uncommon))
underlay	From Middle English underleyen, from Old English underleċġan (“to underlay, prop, support”), equivalent to under- + lay. Cognate with Dutch onderleggen (“to lay or put under”), German unterlegen (“to underlay”), Swedish underlägga (“to underlay”).	verb. simple past of underlie
